game_date,pitcher_name,pitch,Single,Strikeout,Walk,Double,Triple,Home Run,month_year
2017-04-02,Chris Archer,Change-Up,1,0,0,0,0,0,2017-04
2017-04-02,Chris Archer,Four-Seam Fastball,2,1,1,0,0,0,2017-04
2017-04-02,Chris Archer,Slider,3,4,0,1,0,0,2017-04
2017-04-02,Jon Lester,Change-Up,0,2,0,0,0,0,2017-04
2017-04-02,Jon Lester,Curveball,0,0,1,0,0,0,2017-04
2017-04-02,Jon Lester,Cutter,2,1,1,0,0,0,2017-04
2017-04-02,Jon Lester,Four-Seam Fastball,2,3,0,1,0,0,2017-04
2017-04-02,Jon Lester,Sinker,2,1,0,0,0,0,2017-04
2017-04-02,Madison Bumgarner,Curveball,1,7,0,0,0,0,2017-04
2017-04-02,Madison Bumgarner,Cutter,1,1,0,0,1,0,2017-04
2017-04-02,Madison Bumgarner,Four-Seam Fastball,2,3,0,0,0,1,2017-04
2017-04-02,Masahiro Tanaka,Curveball,0,0,0,0,0,0,2017-04
2017-04-02,Masahiro Tanaka,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-02,Masahiro Tanaka,Sinker,1,1,1,2,0,1,2017-04
2017-04-02,Masahiro Tanaka,Slider,0,0,1,0,0,0,2017-04
2017-04-02,Masahiro Tanaka,Splitter,3,1,0,0,0,1,2017-04
2017-04-02,Zack Greinke,Change-Up,0,1,0,0,0,0,2017-04
2017-04-02,Zack Greinke,Curveball,0,0,1,0,0,0,2017-04
2017-04-02,Zack Greinke,Four-Seam Fastball,0,0,1,0,0,0,2017-04
2017-04-02,Zack Greinke,Sinker,1,0,0,0,0,1,2017-04
2017-04-02,Zack Greinke,Slider,1,3,0,1,0,0,2017-04
2017-04-03,Clayton Kershaw,Change-Up,0,0,0,0,0,0,2017-04
2017-04-03,Clayton Kershaw,Curveball,0,3,0,0,0,0,2017-04
2017-04-03,Clayton Kershaw,Four-Seam Fastball,1,3,0,0,0,1,2017-04
2017-04-03,Clayton Kershaw,Slider,0,2,0,0,0,0,2017-04
2017-04-03,Corey Kluber,Change-Up,0,1,0,0,0,0,2017-04
2017-04-03,Corey Kluber,Curveball,0,2,1,0,0,0,2017-04
2017-04-03,Corey Kluber,Cutter,0,0,0,0,0,1,2017-04
2017-04-03,Corey Kluber,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-03,Corey Kluber,Sinker,1,2,2,2,0,2,2017-04
2017-04-03,Dallas Keuchel,Change-Up,0,2,0,0,0,0,2017-04
2017-04-03,Dallas Keuchel,Cutter,0,0,1,0,0,0,2017-04
2017-04-03,Dallas Keuchel,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-03,Dallas Keuchel,Sinker,1,2,0,0,0,0,2017-04
2017-04-03,Dallas Keuchel,Slider,1,0,1,0,0,0,2017-04
2017-04-03,Danny Duffy,Change-Up,0,3,0,0,0,0,2017-04
2017-04-03,Danny Duffy,Sinker,1,3,3,0,0,1,2017-04
2017-04-03,Danny Duffy,Slider,1,2,0,0,0,0,2017-04
2017-04-03,Gerrit Cole,Change-Up,1,0,0,0,0,0,2017-04
2017-04-03,Gerrit Cole,Four-Seam Fastball,3,1,1,0,1,1,2017-04
2017-04-03,Gerrit Cole,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-03,Gerrit Cole,Slider,1,0,0,0,0,0,2017-04
2017-04-03,Jhoulys Chacín,Change-Up,0,0,0,1,0,0,2017-04
2017-04-03,Jhoulys Chacín,Curveball,0,0,0,0,0,0,2017-04
2017-04-03,Jhoulys Chacín,Four-Seam Fastball,1,1,0,2,0,1,2017-04
2017-04-03,Jhoulys Chacín,Slider,2,1,0,0,0,1,2017-04
2017-04-03,Jon Gray,Change-Up,0,2,0,1,0,0,2017-04
2017-04-03,Jon Gray,Curveball,0,0,0,0,0,0,2017-04
2017-04-03,Jon Gray,Four-Seam Fastball,3,3,0,2,0,0,2017-04
2017-04-03,Jon Gray,Slider,0,2,2,0,0,0,2017-04
2017-04-03,Julio Teheran,Change-Up,0,0,0,0,0,0,2017-04
2017-04-03,Julio Teheran,Curveball,0,0,0,0,0,0,2017-04
2017-04-03,Julio Teheran,Four-Seam Fastball,2,5,2,0,0,0,2017-04
2017-04-03,Julio Teheran,Sinker,1,0,0,0,0,0,2017-04
2017-04-03,Julio Teheran,Slider,1,1,1,0,0,0,2017-04
2017-04-03,Kevin Gausman,Change-Up,1,0,0,0,0,0,2017-04
2017-04-03,Kevin Gausman,Four-Seam Fastball,2,4,3,0,0,0,2017-04
2017-04-03,Kevin Gausman,Slider,1,0,1,0,0,0,2017-04
2017-04-03,Kevin Gausman,Splitter,1,0,0,0,0,0,2017-04
2017-04-03,Mike Minor,Change-Up,0,1,0,0,0,0,2017-04
2017-04-03,Mike Minor,Four-Seam Fastball,1,0,0,0,0,0,2017-04
2017-04-03,Mike Minor,Slider,0,0,0,0,0,0,2017-04
2017-04-03,Rick Porcello,Change-Up,0,0,0,0,0,0,2017-04
2017-04-03,Rick Porcello,Curveball,0,0,0,0,0,0,2017-04
2017-04-03,Rick Porcello,Four-Seam Fastball,4,1,0,0,0,0,2017-04
2017-04-03,Rick Porcello,Sinker,1,1,0,1,0,0,2017-04
2017-04-03,Rick Porcello,Slider,0,3,1,0,0,0,2017-04
2017-04-03,Stephen Strasburg,Change-Up,0,0,0,0,0,0,2017-04
2017-04-03,Stephen Strasburg,Curveball,1,1,0,0,0,0,2017-04
2017-04-03,Stephen Strasburg,Four-Seam Fastball,2,2,0,2,0,0,2017-04
2017-04-03,Stephen Strasburg,Slider,1,0,0,0,0,0,2017-04
2017-04-03,Yu Darvish,Curveball,0,0,0,0,0,0,2017-04
2017-04-03,Yu Darvish,Cutter,0,0,0,0,0,0,2017-04
2017-04-03,Yu Darvish,Four-Seam Fastball,1,2,1,1,0,0,2017-04
2017-04-03,Yu Darvish,Sinker,0,0,3,1,0,1,2017-04
2017-04-03,Yu Darvish,Slider,0,2,1,0,0,0,2017-04
2017-04-04,Adam Wainwright,Change-Up,0,0,0,0,0,0,2017-04
2017-04-04,Adam Wainwright,Curveball,1,0,0,0,0,0,2017-04
2017-04-04,Adam Wainwright,Cutter,0,2,0,0,0,0,2017-04
2017-04-04,Adam Wainwright,Four-Seam Fastball,1,0,1,0,0,0,2017-04
2017-04-04,Adam Wainwright,Sinker,0,2,1,1,0,0,2017-04
2017-04-04,Carlos Carrasco,Change-Up,1,3,0,0,0,0,2017-04
2017-04-04,Carlos Carrasco,Curveball,0,1,0,0,0,0,2017-04
2017-04-04,Carlos Carrasco,Four-Seam Fastball,1,0,1,0,0,0,2017-04
2017-04-04,Carlos Carrasco,Sinker,0,0,0,0,0,1,2017-04
2017-04-04,Carlos Carrasco,Slider,1,2,0,0,0,0,2017-04
2017-04-04,Jake Arrieta,Change-Up,0,0,0,0,0,0,2017-04
2017-04-04,Jake Arrieta,Curveball,0,1,1,0,0,0,2017-04
2017-04-04,Jake Arrieta,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-04,Jake Arrieta,Sinker,2,4,0,0,0,0,2017-04
2017-04-04,Jake Arrieta,Slider,2,0,1,0,0,0,2017-04
2017-04-04,Jake Odorizzi,Curveball,0,0,0,0,0,0,2017-04
2017-04-04,Jake Odorizzi,Cutter,0,0,0,0,0,1,2017-04
2017-04-04,Jake Odorizzi,Four-Seam Fastball,2,4,1,2,0,1,2017-04
2017-04-04,Jake Odorizzi,Slider,0,0,0,0,0,0,2017-04
2017-04-04,Jake Odorizzi,Splitter,0,0,1,1,0,0,2017-04
2017-04-04,José Quintana,Change-Up,0,0,0,0,0,0,2017-04
2017-04-04,José Quintana,Curveball,0,0,0,0,0,1,2017-04
2017-04-04,José Quintana,Four-Seam Fastball,2,1,2,0,0,2,2017-04
2017-04-04,José Quintana,Sinker,0,1,1,0,0,0,2017-04
2017-04-04,Justin Verlander,Change-Up,1,0,0,0,0,0,2017-04
2017-04-04,Justin Verlander,Curveball,2,2,1,1,0,0,2017-04
2017-04-04,Justin Verlander,Four-Seam Fastball,0,7,1,0,0,0,2017-04
2017-04-04,Justin Verlander,Sinker,0,0,0,1,0,0,2017-04
2017-04-04,Justin Verlander,Slider,0,1,0,1,0,0,2017-04
2017-04-04,Kenta Maeda,Change-Up,0,0,0,0,0,1,2017-04
2017-04-04,Kenta Maeda,Curveball,3,0,0,0,0,0,2017-04
2017-04-04,Kenta Maeda,Cutter,0,0,0,0,0,0,2017-04
2017-04-04,Kenta Maeda,Four-Seam Fastball,1,0,2,1,0,0,2017-04
2017-04-04,Kenta Maeda,Sinker,0,1,0,0,0,0,2017-04
2017-04-04,Kenta Maeda,Slider,0,3,0,0,0,0,2017-04
2017-04-04,Lance McCullers Jr.,Change-Up,0,0,0,0,0,0,2017-04
2017-04-04,Lance McCullers Jr.,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-04,Lance McCullers Jr.,Knuckle Curve,3,5,0,1,0,0,2017-04
2017-04-04,Lance McCullers Jr.,Sinker,0,0,1,1,0,0,2017-04
2017-04-04,Martín Pérez,Change-Up,0,1,0,0,0,0,2017-04
2017-04-04,Martín Pérez,Curveball,0,0,0,0,0,0,2017-04
2017-04-04,Martín Pérez,Four-Seam Fastball,0,1,0,0,0,1,2017-04
2017-04-04,Martín Pérez,Sinker,4,0,4,0,0,0,2017-04
2017-04-04,Martín Pérez,Slider,1,1,0,0,0,0,2017-04
2017-04-04,Patrick Corbin,Change-Up,0,0,0,0,0,0,2017-04
2017-04-04,Patrick Corbin,Four-Seam Fastball,3,1,0,2,0,0,2017-04
2017-04-04,Patrick Corbin,Sinker,0,0,0,0,0,0,2017-04
2017-04-04,Patrick Corbin,Slider,2,0,1,0,0,0,2017-04
2017-04-04,Ross Stripling,Change-Up,0,0,0,1,0,0,2017-04
2017-04-04,Ross Stripling,Four-Seam Fastball,1,2,0,0,0,0,2017-04
2017-04-04,Ross Stripling,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-04,Ross Stripling,Slider,2,0,0,0,0,0,2017-04
2017-04-04,Sean Manaea,Change-Up,2,2,0,0,1,0,2017-04
2017-04-04,Sean Manaea,Sinker,2,1,2,0,0,0,2017-04
2017-04-04,Sean Manaea,Slider,0,1,0,0,0,0,2017-04
2017-04-04,Tyler Anderson,Change-Up,1,2,0,1,0,0,2017-04
2017-04-04,Tyler Anderson,Cutter,0,0,0,1,0,1,2017-04
2017-04-04,Tyler Anderson,Four-Seam Fastball,3,5,0,1,0,0,2017-04
2017-04-04,Zach Davies,Change-Up,2,1,1,1,0,0,2017-04
2017-04-04,Zach Davies,Curveball,0,0,1,0,0,0,2017-04
2017-04-04,Zach Davies,Cutter,0,0,1,0,0,0,2017-04
2017-04-04,Zach Davies,Sinker,4,0,0,2,0,0,2017-04
2017-04-05,Alex Cobb,Knuckle Curve,1,1,0,0,0,0,2017-04
2017-04-05,Alex Cobb,Sinker,0,0,1,1,0,1,2017-04
2017-04-05,Alex Cobb,Splitter,1,3,0,0,0,0,2017-04
2017-04-05,Alex Wood,Change-Up,0,0,0,0,0,0,2017-04
2017-04-05,Alex Wood,Knuckle Curve,0,1,0,0,0,0,2017-04
2017-04-05,Alex Wood,Sinker,0,0,1,0,0,0,2017-04
2017-04-05,Charlie Morton,Curveball,1,2,0,0,0,1,2017-04
2017-04-05,Charlie Morton,Cutter,0,0,1,0,0,0,2017-04
2017-04-05,Charlie Morton,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-05,Charlie Morton,Sinker,1,1,1,2,0,0,2017-04
2017-04-05,Charlie Morton,Splitter,0,1,0,0,0,0,2017-04
2017-04-05,Chris Sale,Change-Up,0,1,0,0,0,0,2017-04
2017-04-05,Chris Sale,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-05,Chris Sale,Sinker,1,0,0,0,0,0,2017-04
2017-04-05,Chris Sale,Slider,2,5,1,0,0,0,2017-04
2017-04-05,Dylan Bundy,Change-Up,0,0,0,0,0,0,2017-04
2017-04-05,Dylan Bundy,Curveball,0,1,0,0,0,0,2017-04
2017-04-05,Dylan Bundy,Four-Seam Fastball,3,3,0,0,0,0,2017-04
2017-04-05,Dylan Bundy,Slider,1,4,0,0,0,0,2017-04
2017-04-05,Frankie Montas,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-05,Frankie Montas,Sinker,2,0,0,0,0,0,2017-04
2017-04-05,Frankie Montas,Slider,0,0,0,0,0,0,2017-04
2017-04-05,J. A. Happ,Change-Up,1,3,0,0,0,0,2017-04
2017-04-05,J. A. Happ,Curveball,0,0,0,0,0,0,2017-04
2017-04-05,J. A. Happ,Four-Seam Fastball,1,3,0,0,0,1,2017-04
2017-04-05,J. A. Happ,Sinker,1,3,0,0,0,1,2017-04
2017-04-05,J. A. Happ,Slider,0,0,0,0,0,0,2017-04
2017-04-05,Jacob deGrom,Change-Up,0,0,0,0,0,0,2017-04
2017-04-05,Jacob deGrom,Curveball,0,0,0,0,0,0,2017-04
2017-04-05,Jacob deGrom,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-05,Jacob deGrom,Sinker,1,2,1,1,0,0,2017-04
2017-04-05,Jacob deGrom,Slider,0,3,0,0,0,0,2017-04
2017-04-05,Jameson Taillon,Change-Up,0,0,2,0,0,0,2017-04
2017-04-05,Jameson Taillon,Curveball,0,4,1,0,0,0,2017-04
2017-04-05,Jameson Taillon,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-05,Jameson Taillon,Sinker,4,1,0,1,0,0,2017-04
2017-04-05,Jordan Lyles,Curveball,0,0,0,0,0,0,2017-04
2017-04-05,Jordan Lyles,Four-Seam Fastball,0,0,0,0,0,1,2017-04
2017-04-05,Jordan Lyles,Sinker,1,1,0,0,0,0,2017-04
2017-04-05,Jordan Lyles,Slider,1,1,0,0,0,0,2017-04
2017-04-05,Mike Minor,Four-Seam Fastball,0,0,1,0,0,0,2017-04
2017-04-05,Mike Minor,Sinker,0,0,0,0,0,0,2017-04
2017-04-05,Mike Minor,Slider,0,0,0,0,0,0,2017-04
2017-04-05,Rich Hill,Change-Up,0,0,0,0,0,0,2017-04
2017-04-05,Rich Hill,Curveball,0,4,3,0,0,1,2017-04
2017-04-05,Rich Hill,Four-Seam Fastball,1,1,0,0,0,0,2017-04
2017-04-05,Rich Hill,Sinker,0,0,0,0,0,0,2017-04
2017-04-05,Tanner Roark,Change-Up,0,0,1,0,0,0,2017-04
2017-04-05,Tanner Roark,Curveball,0,0,0,0,0,0,2017-04
2017-04-05,Tanner Roark,Four-Seam Fastball,0,2,0,0,0,0,2017-04
2017-04-05,Tanner Roark,Sinker,1,3,1,1,0,0,2017-04
2017-04-05,Tanner Roark,Slider,1,1,0,0,0,0,2017-04
2017-04-06,Antonio Senzatela,Change-Up,0,0,0,0,0,0,2017-04
2017-04-06,Antonio Senzatela,Four-Seam Fastball,0,5,3,1,0,0,2017-04
2017-04-06,Antonio Senzatela,Slider,1,1,0,0,0,0,2017-04
2017-04-06,Aníbal Sánchez,Curveball,1,0,0,0,0,0,2017-04
2017-04-06,Aníbal Sánchez,Four-Seam Fastball,0,0,1,0,0,0,2017-04
2017-04-06,Aníbal Sánchez,Sinker,1,4,0,1,0,0,2017-04
2017-04-06,Aníbal Sánchez,Slider,0,0,1,0,0,1,2017-04
2017-04-06,Aníbal Sánchez,Splitter,0,0,0,0,0,0,2017-04
2017-04-06,Blake Snell,Change-Up,1,0,0,0,0,0,2017-04
2017-04-06,Blake Snell,Curveball,0,1,0,0,0,0,2017-04
2017-04-06,Blake Snell,Four-Seam Fastball,0,0,5,0,0,1,2017-04
2017-04-06,Blake Snell,Slider,1,4,0,0,0,0,2017-04
2017-04-06,Chase Anderson,Change-Up,0,1,1,0,0,0,2017-04
2017-04-06,Chase Anderson,Curveball,0,1,0,0,0,0,2017-04
2017-04-06,Chase Anderson,Cutter,0,0,0,0,0,0,2017-04
2017-04-06,Chase Anderson,Four-Seam Fastball,1,2,1,0,0,1,2017-04
2017-04-06,Chase Anderson,Sinker,0,0,0,1,0,0,2017-04
2017-04-06,Joe Musgrove,Change-Up,1,0,0,0,0,0,2017-04
2017-04-06,Joe Musgrove,Curveball,1,0,1,0,0,0,2017-04
2017-04-06,Joe Musgrove,Cutter,0,0,0,0,0,0,2017-04
2017-04-06,Joe Musgrove,Four-Seam Fastball,0,1,1,0,0,0,2017-04
2017-04-06,Joe Musgrove,Sinker,0,0,0,0,0,1,2017-04
2017-04-06,Joe Musgrove,Slider,2,1,1,0,0,0,2017-04
2017-04-06,Kyle Gibson,Change-Up,0,0,0,0,0,1,2017-04
2017-04-06,Kyle Gibson,Curveball,0,0,0,1,0,0,2017-04
2017-04-06,Kyle Gibson,Four-Seam Fastball,1,0,0,0,0,1,2017-04
2017-04-06,Kyle Gibson,Sinker,0,1,2,0,0,0,2017-04
2017-04-06,Kyle Gibson,Slider,1,4,0,0,0,0,2017-04
2017-04-06,Lance Lynn,Change-Up,0,0,0,0,0,0,2017-04
2017-04-06,Lance Lynn,Curveball,0,0,0,0,0,0,2017-04
2017-04-06,Lance Lynn,Cutter,0,1,0,0,0,0,2017-04
2017-04-06,Lance Lynn,Four-Seam Fastball,3,3,1,0,0,0,2017-04
2017-04-06,Lance Lynn,Sinker,1,0,0,1,0,0,2017-04
2017-04-06,Marcus Stroman,Change-Up,1,0,0,0,0,0,2017-04
2017-04-06,Marcus Stroman,Curveball,0,0,0,0,0,0,2017-04
2017-04-06,Marcus Stroman,Cutter,0,0,0,0,0,0,2017-04
2017-04-06,Marcus Stroman,Four-Seam Fastball,1,0,0,0,0,0,2017-04
2017-04-06,Marcus Stroman,Sinker,3,3,2,1,0,0,2017-04
2017-04-06,Marcus Stroman,Slider,0,2,0,0,0,0,2017-04
2017-04-06,Matt Boyd,Change-Up,0,0,3,0,0,0,2017-04
2017-04-06,Matt Boyd,Curveball,0,0,0,0,0,0,2017-04
2017-04-06,Matt Boyd,Four-Seam Fastball,2,1,0,0,0,0,2017-04
2017-04-06,Matt Boyd,Sinker,0,0,1,0,1,0,2017-04
2017-04-06,Matt Boyd,Slider,1,1,0,0,0,1,2017-04
2017-04-06,Mike Minor,Change-Up,1,0,0,0,0,0,2017-04
2017-04-06,Mike Minor,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-06,Mike Minor,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-06,Mike Minor,Sinker,0,0,0,1,0,0,2017-04
2017-04-06,Mike Minor,Slider,0,0,0,1,0,0,2017-04
2017-04-06,Robbie Ray,Four-Seam Fastball,1,2,3,0,0,1,2017-04
2017-04-06,Robbie Ray,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-06,Robbie Ray,Sinker,0,0,0,0,0,0,2017-04
2017-04-06,Robbie Ray,Slider,0,4,0,1,0,0,2017-04
2017-04-07,Hyun Jin Ryu,Change-Up,0,0,0,0,0,0,2017-04
2017-04-07,Hyun Jin Ryu,Curveball,0,0,0,0,0,0,2017-04
2017-04-07,Hyun Jin Ryu,Cutter,1,3,0,0,0,0,2017-04
2017-04-07,Hyun Jin Ryu,Four-Seam Fastball,2,2,0,1,0,1,2017-04
2017-04-07,Hyun Jin Ryu,Sinker,1,0,1,0,0,0,2017-04
2017-04-07,Kyle Freeland,Change-Up,0,0,0,1,0,0,2017-04
2017-04-07,Kyle Freeland,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-07,Kyle Freeland,Sinker,0,3,1,0,0,0,2017-04
2017-04-07,Kyle Freeland,Slider,1,1,1,1,0,0,2017-04
2017-04-07,Luis Severino,Change-Up,0,0,0,0,0,0,2017-04
2017-04-07,Luis Severino,Four-Seam Fastball,4,0,1,1,0,1,2017-04
2017-04-07,Luis Severino,Slider,0,6,0,0,0,0,2017-04
2017-04-07,Max Scherzer,Change-Up,1,2,0,1,0,0,2017-04
2017-04-07,Max Scherzer,Curveball,0,0,0,0,0,0,2017-04
2017-04-07,Max Scherzer,Four-Seam Fastball,1,3,2,0,0,0,2017-04
2017-04-07,Max Scherzer,Slider,0,2,0,1,0,0,2017-04
2017-04-07,Mike Fiers,Change-Up,3,0,1,1,0,0,2017-04
2017-04-07,Mike Fiers,Curveball,0,0,0,0,0,0,2017-04
2017-04-07,Mike Fiers,Cutter,0,1,2,0,0,0,2017-04
2017-04-07,Mike Fiers,Four-Seam Fastball,0,2,0,0,0,0,2017-04
2017-04-07,Mike Fiers,Sinker,0,0,0,0,0,1,2017-04
2017-04-07,Mike Fiers,Slider,0,0,0,0,0,0,2017-04
2017-04-07,Mike Foltynewicz,Change-Up,0,0,0,0,0,0,2017-04
2017-04-07,Mike Foltynewicz,Curveball,0,0,1,0,0,0,2017-04
2017-04-07,Mike Foltynewicz,Four-Seam Fastball,5,0,2,0,0,0,2017-04
2017-04-07,Mike Foltynewicz,Sinker,0,0,0,0,0,0,2017-04
2017-04-07,Mike Foltynewicz,Slider,0,1,0,1,0,0,2017-04
2017-04-07,Mike Leake,Change-Up,1,0,0,1,0,0,2017-04
2017-04-07,Mike Leake,Cutter,1,3,0,0,0,0,2017-04
2017-04-07,Mike Leake,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-07,Mike Leake,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-07,Mike Leake,Sinker,2,1,1,1,0,0,2017-04
2017-04-07,Mike Leake,Slider,0,2,0,0,0,0,2017-04
2017-04-07,Ross Stripling,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-07,Ross Stripling,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-07,Ross Stripling,Slider,0,1,0,0,0,0,2017-04
2017-04-07,Vince Velasquez,Change-Up,1,2,1,0,0,1,2017-04
2017-04-07,Vince Velasquez,Four-Seam Fastball,1,7,2,1,0,1,2017-04
2017-04-07,Vince Velasquez,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-07,Vince Velasquez,Sinker,0,1,0,0,0,0,2017-04
2017-04-07,Vince Velasquez,Slider,0,0,0,0,0,0,2017-04
2017-04-07,Zack Wheeler,Change-Up,0,0,1,0,0,1,2017-04
2017-04-07,Zack Wheeler,Curveball,0,1,0,0,0,0,2017-04
2017-04-07,Zack Wheeler,Four-Seam Fastball,2,1,0,0,0,0,2017-04
2017-04-07,Zack Wheeler,Sinker,2,0,0,0,1,0,2017-04
2017-04-07,Zack Wheeler,Slider,0,2,0,0,0,0,2017-04
2017-04-08,Aaron Nola,Change-Up,0,0,1,1,0,0,2017-04
2017-04-08,Aaron Nola,Four-Seam Fastball,0,1,1,1,0,0,2017-04
2017-04-08,Aaron Nola,Knuckle Curve,2,4,0,0,0,0,2017-04
2017-04-08,Aaron Nola,Sinker,3,2,0,0,0,0,2017-04
2017-04-08,Chris Archer,Change-Up,1,0,0,0,0,0,2017-04
2017-04-08,Chris Archer,Four-Seam Fastball,1,3,1,0,0,0,2017-04
2017-04-08,Chris Archer,Slider,3,5,2,0,0,0,2017-04
2017-04-08,Clayton Kershaw,Curveball,1,2,0,0,0,1,2017-04
2017-04-08,Clayton Kershaw,Four-Seam Fastball,0,3,0,1,1,2,2017-04
2017-04-08,Clayton Kershaw,Slider,2,1,0,0,0,0,2017-04
2017-04-08,Dallas Keuchel,Change-Up,0,1,1,0,0,0,2017-04
2017-04-08,Dallas Keuchel,Cutter,0,0,0,0,0,1,2017-04
2017-04-08,Dallas Keuchel,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-08,Dallas Keuchel,Sinker,1,1,0,0,0,0,2017-04
2017-04-08,Dallas Keuchel,Slider,0,2,0,0,0,0,2017-04
2017-04-08,Danny Duffy,Change-Up,1,0,1,0,0,0,2017-04
2017-04-08,Danny Duffy,Four-Seam Fastball,0,1,0,0,0,1,2017-04
2017-04-08,Danny Duffy,Sinker,5,0,1,0,0,0,2017-04
2017-04-08,Danny Duffy,Slider,1,2,0,0,0,0,2017-04
2017-04-08,Eduardo Rodriguez,Change-Up,0,0,0,1,0,0,2017-04
2017-04-08,Eduardo Rodriguez,Cutter,0,0,0,0,0,0,2017-04
2017-04-08,Eduardo Rodriguez,Four-Seam Fastball,0,3,3,0,0,0,2017-04
2017-04-08,Eduardo Rodriguez,Sinker,1,2,0,1,0,2,2017-04
2017-04-08,Eduardo Rodriguez,Slider,0,0,0,0,0,0,2017-04
2017-04-08,Jhoulys Chacín,Change-Up,0,0,0,0,0,0,2017-04
2017-04-08,Jhoulys Chacín,Curveball,0,0,0,0,0,0,2017-04
2017-04-08,Jhoulys Chacín,Four-Seam Fastball,1,0,0,0,0,0,2017-04
2017-04-08,Jhoulys Chacín,Sinker,0,2,0,1,0,0,2017-04
2017-04-08,Jhoulys Chacín,Slider,0,1,0,1,0,0,2017-04
2017-04-08,Jon Gray,Change-Up,0,0,0,0,0,0,2017-04
2017-04-08,Jon Gray,Curveball,1,0,0,0,0,0,2017-04
2017-04-08,Jon Gray,Four-Seam Fastball,2,1,2,0,0,1,2017-04
2017-04-08,Jon Gray,Slider,0,0,1,0,0,0,2017-04
2017-04-08,José Ureña,Change-Up,0,0,0,0,0,0,2017-04
2017-04-08,José Ureña,Four-Seam Fastball,0,0,0,0,0,0,2017-04
2017-04-08,José Ureña,Sinker,0,1,0,0,0,0,2017-04
2017-04-08,José Ureña,Slider,0,0,0,0,0,0,2017-04
2017-04-08,Kevin Gausman,Change-Up,1,1,0,0,0,0,2017-04
2017-04-08,Kevin Gausman,Four-Seam Fastball,2,1,3,1,0,0,2017-04
2017-04-08,Kevin Gausman,Sinker,0,0,0,0,0,0,2017-04
2017-04-08,Kevin Gausman,Slider,2,0,0,0,0,0,2017-04
2017-04-08,Kevin Gausman,Splitter,2,2,0,0,0,0,2017-04
2017-04-08,Kyle Hendricks,Change-Up,1,3,0,0,0,0,2017-04
2017-04-08,Kyle Hendricks,Curveball,0,0,0,0,0,0,2017-04
2017-04-08,Kyle Hendricks,Cutter,0,0,1,0,0,0,2017-04
2017-04-08,Kyle Hendricks,Four-Seam Fastball,1,1,0,1,0,1,2017-04
2017-04-08,Kyle Hendricks,Sinker,0,2,0,0,0,1,2017-04
2017-04-08,Madison Bumgarner,Change-Up,1,0,0,0,0,0,2017-04
2017-04-08,Madison Bumgarner,Curveball,0,1,1,1,0,0,2017-04
2017-04-08,Madison Bumgarner,Cutter,1,2,0,1,0,0,2017-04
2017-04-08,Madison Bumgarner,Four-Seam Fastball,1,2,1,1,0,0,2017-04
2017-04-08,Masahiro Tanaka,Cutter,0,0,0,0,0,0,2017-04
2017-04-08,Masahiro Tanaka,Four-Seam Fastball,1,2,2,0,0,0,2017-04
2017-04-08,Masahiro Tanaka,Sinker,0,0,1,0,0,0,2017-04
2017-04-08,Masahiro Tanaka,Slider,4,2,1,1,0,0,2017-04
2017-04-08,Masahiro Tanaka,Splitter,0,1,0,0,0,0,2017-04
2017-04-08,Michael Wacha,Change-Up,0,4,0,0,0,0,2017-04
2017-04-08,Michael Wacha,Curveball,0,0,0,0,1,0,2017-04
2017-04-08,Michael Wacha,Cutter,0,0,0,0,0,0,2017-04
2017-04-08,Michael Wacha,Four-Seam Fastball,0,1,1,2,0,0,2017-04
2017-04-08,Michael Wacha,Sinker,0,1,0,0,0,0,2017-04
2017-04-08,Mike Minor,Change-Up,0,0,0,1,0,0,2017-04
2017-04-08,Mike Minor,Four-Seam Fastball,0,1,0,0,0,0,2017-04
2017-04-08,Mike Minor,Knuckle Curve,0,0,0,0,0,0,2017-04
2017-04-08,Mike Minor,Sinker,0,0,0,0,0,0,2017-04
2017-04-08,Mike Minor,Slider,0,0,0,0,0,0,2017-04
2017-04-08,Trevor Bauer,Change-Up,1,1,0,0,0,0,2017-04
